T10,06:30,area_1,A11,1
T10,06:30,area_1,A12,1
T10,06:30,area_1,A13,1
T10,06:30,area_1,A14,1
T10,06:30,area_1,A15,1
T10,06:30,area_1,A16,1
T10,06:30,area_1,A17,1
T10,06:30,area_1,A18,1
T10,06:30,area_1,A21,1
T10,06:30,area_1,A22,1
T10,06:30,area_1,A23,1
T10,06:30,area_1,A24,1
T10,06:30,area_1,A25,1
T10,06:30,area_1,A26,1
T10,06:30,area_1,A27,1
T10,06:30,area_1,A28,1
T10,06:30,area_1,A31,1
T10,06:30,area_1,A32,1
T10,06:30,area_1,A33,1
T10,06:30,area_1,A34,1
T10,06:30,area_1,A35,1
T10,06:30,area_1,A36,1
T10,06:30,area_1,A37,1
T10,06:30,area_1,A38,1
T10,06:30,area_1,A41,1
T10,06:30,area_1,A42,1
T10,06:30,area_1,A43,1
T10,06:30,area_1,A44,1
T10,06:30,area_1,A45,1
T10,06:30,area_1,A46,1
T10,06:30,area_1,A47,1
T10,06:30,area_1,A48,1
T10,06:30,area_1,A51,1
T10,06:30,area_1,A52,1
T10,06:30,area_1,A53,1
T10,06:30,area_1,A54,1
T10,06:30,area_1,A55,1
T10,06:30,area_1,A56,1
T10,06:30,area_1,A57,1
T10,06:30,area_1,A58,1
T10,06:30,area_1,A61,1
T10,06:30,area_1,A62,1
T10,06:30,area_1,A63,1
T10,06:30,area_1,A64,1
T10,06:30,area_1,A65,1
T10,06:30,area_1,A66,1
T10,06:30,area_1,A67,1
T10,06:30,area_1,A68,1
