T12,06:30,area_1,E11,1
T12,06:30,area_1,E12,1
T12,06:30,area_1,E13,1
T12,06:30,area_1,E14,1
T12,06:30,area_1,E15,1
T12,06:30,area_1,E16,1
T12,06:30,area_1,E17,1
T12,06:30,area_1,E18,1
T12,06:30,area_1,E21,1
T12,06:30,area_1,E22,1
T12,06:30,area_1,E23,1
T12,06:30,area_1,E24,1
T12,06:30,area_1,E25,1
T12,06:30,area_1,E26,1
T12,06:30,area_1,E27,1
T12,06:30,area_1,E28,1
T12,06:30,area_1,E31,1
T12,06:30,area_1,E32,1
T12,06:30,area_1,E33,1
T12,06:30,area_1,E34,1
T12,06:30,area_1,E35,1
T12,06:30,area_1,E36,1
T12,06:30,area_1,E37,1
T12,06:30,area_1,E38,1
T12,06:30,area_1,E41,1
T12,06:30,area_1,E42,1
T12,06:30,area_1,E43,1
T12,06:30,area_1,E44,1
T12,06:30,area_1,E45,1
T12,06:30,area_1,E46,1
T12,06:30,area_1,E47,1
T12,06:30,area_1,E48,1
T12,06:30,area_1,E51,1
T12,06:30,area_1,E52,1
T12,06:30,area_1,E53,1
T12,06:30,area_1,E54,1
T12,06:30,area_1,E55,1
T12,06:30,area_1,E56,1
T12,06:30,area_1,E57,1
T12,06:30,area_1,E58,1
T12,06:30,area_1,E61,1
T12,06:30,area_1,E62,1
T12,06:30,area_1,E63,1
T12,06:30,area_1,E64,1
T12,06:30,area_1,E65,1
T12,06:30,area_1,E66,1
T12,06:30,area_1,E67,1
T12,06:30,area_1,E68,1
